gpa,internships,projects,certifications,soft_skills_score,networking_score,career_readiness
5.18,0,4,1,4.71,6.76,0
6.54,2,5,1,2.25,4.43,1
6.58,2,4,2,7.31,4.17,1
7.3,1,6,2,3.71,5.44,1
8.61,1,3,5,10.0,2.31,1
7.25,0,3,2,4.5,4.06,0
6.47,2,1,1,1.36,6.23,0
7.44,2,6,1,8.9,6.49,2
8.55,1,3,2,5.28,4.26,1
6.52,3,2,0,5.9,8.2,1
6.59,2,4,2,6.15,7.09,1
8.06,4,3,1,2.67,3.46,1
7.28,1,6,1,1.06,2.45,0
8.15,1,4,0,9.3,6.19,1
7.49,4,5,2,2.26,4.1,1
8.2,4,3,0,8.67,3.72,1
6.46,4,3,2,6.44,5.45,1
7.49,3,4,1,5.74,6.44,1
7.29,1,1,4,4.46,6.58,1
6.28,0,0,2,10.0,5.11,0
5.94,1,6,3,4.01,1.0,1
8.19,4,5,4,4.06,6.91,2
7.15,1,6,4,6.74,3.39,1
6.48,2,0,4,4.05,5.62,0
7.4,4,2,1,3.37,4.76,1
8.63,4,5,1,5.28,9.49,2
5.22,4,1,3,6.77,9.12,1
6.0,1,3,2,9.15,4.08,1
6.58,1,2,2,9.56,2.31,1
8.96,4,5,2,1.81,2.47,1
7.78,0,3,0,7.48,5.54,1
8.27,0,2,0,3.43,3.92,0
6.36,4,3,2,3.53,2.78,1
6.38,2,1,2,4.32,3.95,0
7.95,1,4,3,4.19,5.9,1
7.56,0,3,2,3.26,4.84,0
8.05,1,3,1,1.0,4.04,0
7.31,4,2,0,8.29,4.29,1
7.78,2,2,1,7.19,4.68,1
7.66,1,0,1,5.36,5.45,0
8.28,1,6,3,3.46,5.56,1
8.31,3,2,2,7.87,1.7,1
5.88,3,3,4,5.27,5.33,1
5.25,1,2,2,4.25,4.28,0
8.5,2,6,1,2.11,2.97,1
8.69,0,4,2,6.47,4.25,1
6.48,1,1,1,4.73,7.31,0
5.64,0,3,0,5.92,6.62,0
7.6,1,3,2,5.74,5.19,1
8.43,1,4,1,6.67,3.21,1
9.3,1,6,0,5.83,2.28,1
8.02,0,4,3,4.79,3.12,1
7.13,0,5,2,6.51,5.02,1
6.61,0,3,0,7.3,5.07,0
7.51,2,2,3,8.49,3.7,1
7.2,0,3,0,3.16,6.76,0
6.48,0,4,2,7.62,5.77,1
9.55,4,1,2,2.22,1.0,1
9.29,0,3,2,7.43,5.22,1
8.64,3,1,3,4.22,6.51,1
6.58,2,1,1,7.08,5.4,0
8.36,2,5,1,8.39,6.16,1
8.14,1,1,2,5.86,4.47,1
7.94,0,4,1,5.41,4.87,1
8.75,3,2,0,5.3,4.91,1
8.14,3,3,2,4.56,5.37,1
8.24,1,5,1,7.75,3.84,1
8.14,2,4,2,5.28,7.18,1
7.84,1,4,2,1.15,7.85,1
5.72,3,2,3,7.27,3.94,1
7.58,3,2,4,7.16,2.66,1
6.94,0,4,2,5.59,2.31,0
6.22,3,4,4,3.92,5.81,1
9.18,4,4,2,3.18,6.18,1
9.23,2,4,3,3.93,5.82,1
8.86,0,2,3,5.9,5.99,1
7.76,3,2,3,1.81,3.86,1
8.85,2,6,3,6.35,1.02,1
7.51,1,3,4,5.65,4.01,1
7.7,3,4,2,8.07,8.31,2
6.41,1,3,5,6.9,5.53,1
7.9,3,5,1,4.05,5.85,1
7.56,2,5,0,2.12,6.81,1
6.2,0,2,0,3.86,3.32,0
7.45,4,5,2,8.26,5.45,2
7.42,1,2,0,6.09,6.02,0
9.3,1,2,0,6.69,3.13,1
8.39,1,5,1,4.24,5.73,1
7.51,0,2,2,6.47,7.59,1
7.75,2,2,0,2.46,4.2,0
7.54,1,3,2,7.37,1.56,1
7.3,4,6,2,3.19,5.35,1
6.42,4,1,3,1.55,3.69,0
7.35,2,4,2,10.0,5.36,1
6.75,0,3,1,5.77,3.32,0
6.25,2,2,5,5.71,5.12,1
8.01,0,4,4,1.76,7.45,1
7.89,3,3,1,6.75,4.94,1
5.71,1,4,0,7.27,1.7,0
7.38,4,4,2,5.1,5.75,1
8.5,1,6,4,7.28,5.04,2
8.56,0,4,3,7.84,5.43,1
8.53,4,0,4,6.55,6.95,1
7.54,1,4,5,1.17,3.95,1
6.65,3,3,3,3.2,4.42,1
6.42,3,1,0,8.87,2.94,1
7.84,1,3,0,5.66,5.39,1
7.88,1,4,0,5.67,5.33,1
8.79,1,1,1,3.84,4.48,0
8.6,3,2,0,4.23,6.49,1
7.37,4,3,2,7.89,2.93,1
6.26,1,2,3,8.5,5.25,1
7.18,2,5,0,7.09,6.2,1
7.72,0,1,3,6.6,3.92,0
7.3,2,4,4,6.75,2.25,1
6.92,3,4,0,5.36,1.61,1
7.75,3,2,0,3.09,5.31,1
7.0,1,3,2,2.66,8.39,1
6.87,1,1,4,8.13,3.78,1
7.81,0,1,3,5.43,5.9,0
7.1,0,3,0,6.45,1.0,0
7.74,1,1,2,5.92,5.75,1
7.77,3,4,3,6.02,2.82,1
6.36,1,3,1,6.19,4.21,0
7.02,1,0,2,6.89,5.16,0
8.94,2,2,2,3.96,1.68,1
6.34,0,5,1,7.86,10.0,1
5.38,0,2,4,4.02,3.79,0
5.64,4,4,1,5.98,6.21,1
7.53,0,1,3,3.13,7.99,0
7.53,1,6,3,5.17,5.59,1
7.38,1,2,1,4.18,2.54,0
8.71,0,3,3,5.55,5.21,1
5.0,0,3,0,6.97,1.32,0
7.9,0,2,1,5.65,4.34,0
9.06,1,4,1,9.42,8.35,2
6.37,3,0,4,7.09,2.18,1
7.12,1,1,4,5.04,3.35,0
6.75,1,1,1,5.33,8.71,0
6.61,1,3,2,6.26,4.65,1
7.17,4,5,5,6.91,3.21,2
8.93,0,0,2,3.03,5.78,0
9.34,3,5,0,6.77,4.06,1
7.16,1,4,1,3.08,1.0,0
9.41,4,0,1,6.58,2.28,1
7.54,1,1,1,7.7,9.11,1
9.25,0,2,2,6.1,5.66,1
7.41,1,1,3,1.0,7.93,0
7.63,0,4,2,1.94,2.94,0
7.87,2,3,1,6.63,4.89,1
10.0,2,2,3,1.0,4.66,1
8.35,2,4,2,6.72,3.91,1
6.79,0,2,3,7.47,5.42,1
8.47,2,5,0,7.77,2.77,1
7.14,1,3,1,5.02,7.42,1
7.01,4,2,1,6.38,5.93,1
8.41,2,3,1,5.92,4.65,1
7.53,1,2,2,2.55,5.27,0
7.78,3,6,2,6.99,4.4,2
7.51,1,2,1,8.28,1.55,0
7.84,1,5,2,6.88,3.02,1
7.92,0,6,3,4.49,4.64,1
5.56,2,3,2,6.98,4.29,1
8.17,1,4,3,8.1,6.3,1
6.52,0,3,4,7.83,6.12,1
6.06,3,1,3,7.55,3.88,1
7.44,0,6,0,2.32,3.09,0
7.58,2,3,3,6.3,6.51,1
6.81,0,5,1,6.79,5.38,1
8.33,1,3,2,7.58,3.76,1
6.16,3,1,5,6.53,2.72,1
7.09,0,2,1,8.6,3.65,0
6.92,2,1,1,1.84,5.78,0
7.45,2,1,0,6.62,8.37,1
7.78,3,4,5,6.46,4.58,1
6.49,0,0,1,7.31,3.33,0
8.22,2,6,3,8.58,9.31,2
7.56,1,2,0,3.72,4.26,0
5.61,1,3,0,8.52,3.41,0
5.54,1,2,0,7.13,4.19,0
7.49,1,1,3,5.13,4.09,0
7.28,1,3,0,3.68,7.54,0
7.4,0,2,4,5.89,1.65,0
7.47,1,3,2,6.07,6.19,1
7.73,2,3,4,6.18,4.98,1
8.45,1,1,1,4.25,3.89,0
6.39,0,3,2,6.72,4.33,0
6.33,1,2,0,4.69,4.5,0
6.41,1,2,2,7.93,5.18,1
7.79,2,4,2,8.92,4.1,1
8.74,3,0,0,3.87,4.87,0
7.07,1,2,5,5.62,3.45,1
5.0,2,3,0,7.44,9.36,1
5.8,0,3,1,6.05,7.02,0
6.67,4,6,2,2.79,5.98,1
6.94,1,5,2,7.23,4.11,1
7.09,1,4,1,4.29,6.64,1
7.54,0,3,5,5.9,5.6,1
7.19,0,2,0,3.51,5.24,0
8.55,2,0,2,7.09,3.93,1
6.82,0,4,0,4.66,5.55,0
6.64,0,2,0,7.3,8.37,0
7.98,0,2,2,5.07,5.16,0
5.96,4,3,3,4.54,4.47,1
7.89,2,4,2,6.32,5.2,1
7.6,4,3,1,3.35,5.09,1
7.35,3,1,0,9.1,3.91,1
9.09,3,5,4,5.87,3.52,2
6.88,1,1,1,4.37,6.59,0
9.56,0,6,2,4.7,7.41,1
7.27,1,2,0,5.54,9.53,1
6.22,0,6,0,7.49,5.92,1
7.57,2,5,0,3.71,5.23,1
6.42,0,2,0,4.76,6.8,0
6.75,0,4,2,5.4,3.18,0
7.9,2,1,1,8.58,6.29,1
8.06,0,1,3,7.5,7.08,1
6.88,0,2,0,8.68,7.05,1
8.49,0,3,1,5.56,8.33,1
8.66,2,0,1,8.37,3.8,1
8.94,0,3,1,8.03,4.02,1
8.03,0,6,0,6.89,4.57,1
8.86,0,5,0,7.05,2.77,1
5.62,2,2,0,4.31,6.08,0
7.18,0,3,1,9.16,6.35,1
6.63,0,1,0,5.01,6.12,0
7.62,3,2,1,6.62,5.3,1
6.93,3,5,1,6.85,7.01,1
7.33,0,6,1,2.76,6.15,1
9.38,0,2,0,5.4,3.79,0
7.33,0,1,2,5.91,1.0,0
7.91,2,2,1,5.27,4.34,1
7.27,0,2,5,5.42,5.08,1
7.58,4,1,0,8.49,5.09,1
7.51,3,1,0,3.85,4.64,0
7.95,1,2,3,2.96,3.93,0
8.67,0,2,1,4.33,3.31,0
9.15,3,5,0,6.99,2.93,1
7.81,2,4,4,7.18,5.87,1
8.09,2,3,2,6.71,7.18,1
6.35,0,2,2,7.32,2.5,0
7.41,2,5,0,6.01,4.88,1
8.44,3,1,1,4.46,6.58,1
8.37,4,5,1,3.61,4.62,1
7.71,1,0,3,2.98,6.43,0
8.39,1,5,1,5.05,7.16,1
7.99,1,1,2,7.08,5.79,1
8.7,2,4,4,5.97,4.01,1
7.79,4,0,5,5.55,7.63,1
7.14,1,4,0,3.39,4.47,0
7.84,0,3,2,10.0,4.47,1
5.0,0,0,2,3.85,6.03,0
7.88,2,4,3,5.74,4.4,1
5.0,3,1,4,7.51,4.55,1
5.78,0,3,3,5.58,4.25,0
7.95,1,2,2,3.89,4.64,0
7.98,4,4,0,7.12,5.39,1
6.34,1,5,2,2.82,1.05,0
6.79,0,3,2,8.98,4.8,1
8.87,1,4,2,6.06,1.47,1
7.02,1,5,2,4.99,4.19,1
9.74,0,4,1,2.67,5.68,1
7.5,2,2,2,3.2,4.35,0
7.91,1,3,5,5.4,6.41,1
9.12,2,1,1,9.29,5.7,1
7.63,2,3,3,5.97,1.0,1
6.5,0,2,2,6.19,7.4,0
7.39,0,4,1,6.27,5.5,1
7.46,0,3,1,10.0,3.86,1
6.14,0,3,2,4.62,4.06,0
7.24,2,1,3,8.63,1.0,1
6.76,0,0,0,4.7,5.44,0
8.42,2,4,4,4.09,6.3,1
7.53,0,3,3,5.34,3.64,1
7.22,0,6,1,5.33,3.19,1
7.39,0,3,0,6.62,5.28,0
7.72,1,1,0,1.0,7.39,0
8.12,2,4,0,5.8,7.18,1
6.5,3,4,0,4.3,6.66,1
6.46,0,0,0,4.05,9.04,0
8.6,2,4,5,2.91,6.85,1
7.09,2,1,2,4.77,7.31,1
6.08,1,2,3,4.47,5.17,0
7.94,0,0,2,4.65,4.31,0
7.96,0,3,2,2.22,7.27,0
5.97,0,4,4,5.7,3.04,0
7.73,3,2,1,3.92,5.85,1
8.24,1,4,2,2.23,3.78,1
7.87,1,4,4,4.4,5.68,1
8.13,2,2,4,3.95,5.54,1
6.1,1,0,1,5.58,5.33,0
7.83,2,2,4,4.38,4.96,1
7.2,0,1,2,2.6,6.07,0
7.02,1,6,1,3.72,6.39,1
8.37,0,4,1,2.05,2.2,0
8.98,0,0,2,7.77,4.91,1
9.29,0,3,1,8.1,4.16,1
8.81,2,2,0,8.34,5.39,1
7.39,2,0,0,4.32,4.17,0
7.85,2,2,3,8.09,7.55,1
8.27,0,1,4,6.31,4.86,1
7.62,4,1,4,3.86,6.97,1
7.63,0,2,2,4.24,3.1,0
8.32,3,2,4,5.16,4.44,1
7.44,2,3,2,5.7,3.77,1
6.77,1,3,2,6.23,5.79,1
7.09,1,2,2,5.5,2.63,0
8.13,2,3,1,4.8,1.58,1
7.5,2,2,2,8.2,3.75,1
7.84,0,6,1,5.27,6.12,1
8.17,2,0,5,5.16,3.38,1
7.13,0,3,0,5.07,5.53,0
8.26,1,1,0,5.27,3.71,0
7.88,2,2,1,2.78,1.49,0
6.27,3,3,1,3.49,6.7,1
8.94,1,4,5,10.0,6.3,2
7.0,0,6,2,2.2,4.92,1
5.84,1,3,1,6.04,5.09,0
6.45,0,2,2,6.19,4.58,0
6.48,1,4,2,7.53,2.93,1
7.55,1,1,1,6.23,7.61,1
7.23,2,3,1,9.28,4.8,1
7.16,0,5,1,5.98,5.72,1
8.12,0,2,2,8.2,4.0,1
7.84,1,3,3,7.58,5.89,1
7.82,0,1,1,8.58,7.29,1
7.91,0,0,2,5.55,5.33,0
8.12,1,6,3,6.3,5.72,1
5.39,1,1,1,4.76,6.76,0
7.14,0,2,2,5.82,6.41,0
5.32,1,3,1,5.93,7.09,0
7.54,3,2,1,1.35,5.64,0
7.5,1,1,1,5.21,5.64,0
8.55,0,1,1,7.28,5.48,1
8.69,0,3,2,2.8,6.73,1
7.7,0,2,3,3.53,4.14,0
7.0,1,4,1,7.81,6.06,1
7.99,2,2,4,8.19,9.59,1
6.97,0,6,1,4.26,5.72,1
7.5,0,2,1,5.85,2.61,0
8.49,1,2,2,5.34,4.42,1
6.94,1,6,2,7.85,6.24,1
8.31,4,5,4,4.43,3.66,1
8.18,0,2,1,4.74,3.04,0
6.55,0,2,1,8.18,2.24,0
8.47,1,5,2,3.49,4.58,1
8.2,0,1,2,4.5,8.22,0
7.6,0,2,3,5.77,3.94,0
6.74,1,3,3,8.55,6.75,1
6.64,1,4,0,3.11,4.44,0
6.96,0,3,3,4.08,4.23,0
8.04,2,3,3,6.69,6.03,1
6.54,1,6,2,6.99,1.93,1
7.94,0,1,1,5.92,8.34,1
6.26,3,4,4,5.27,6.07,1
7.3,0,1,3,5.76,7.1,0
7.61,4,4,1,2.49,4.48,1
9.95,4,3,1,5.7,5.99,2
6.12,1,2,3,8.46,6.87,1
8.97,0,3,4,2.86,4.82,1
7.65,3,5,2,3.93,3.25,1
7.91,1,3,4,4.71,3.11,1
7.62,0,0,1,4.83,4.15,0
7.94,1,0,1,9.18,5.45,1
7.35,1,3,2,3.64,4.67,0
8.95,3,4,0,3.24,4.02,1
7.04,2,2,0,7.04,6.36,1
8.63,3,2,3,4.21,4.08,1
6.86,2,4,1,7.08,3.8,1
7.44,2,2,0,5.11,6.88,1
6.43,1,0,0,6.42,6.1,0
7.96,4,2,1,2.36,2.55,1
8.95,4,3,1,6.41,2.34,1
7.42,3,6,1,5.94,2.78,1
7.3,2,3,4,4.99,4.94,1
6.39,1,1,2,3.03,7.36,0
7.27,0,5,2,5.93,7.89,1
5.91,3,2,0,6.95,6.5,1
6.59,0,6,0,4.44,8.83,1
7.73,0,2,4,4.48,5.4,1
8.82,1,5,2,7.09,7.22,1
10.0,1,5,3,8.92,3.86,2
6.91,1,5,1,7.38,1.89,1
8.94,0,0,2,5.96,4.38,0
7.74,0,5,2,5.01,4.75,1
7.35,0,4,1,5.44,10.0,1
7.93,1,2,3,2.85,5.0,0
7.56,0,3,1,5.19,2.96,0
7.61,2,3,2,7.74,6.93,1
7.09,0,6,0,5.58,3.48,1
6.1,1,4,2,4.25,5.29,0
5.96,1,2,3,4.06,6.75,0
8.15,1,3,1,5.44,3.14,1
7.22,3,1,5,3.03,8.03,1
6.9,0,2,1,3.68,7.25,0
7.51,1,4,4,8.57,5.71,1
8.29,2,3,3,3.43,8.5,1
7.68,0,4,4,3.9,4.24,1
6.84,3,3,3,6.08,6.59,1
8.73,4,2,2,4.62,5.56,1
9.08,2,4,1,5.68,3.72,1
7.99,4,1,3,7.23,3.78,1
8.47,1,6,3,2.41,9.06,1
8.74,1,6,2,7.01,7.12,2
8.63,0,5,3,4.34,6.78,1
8.11,0,5,2,4.93,3.75,1
8.1,0,3,1,9.34,6.42,1
8.02,1,3,0,2.69,4.26,0
6.4,1,4,2,6.68,8.4,1
8.2,0,2,2,7.76,7.43,1
6.14,2,5,2,4.13,6.84,1
6.71,0,1,2,4.16,6.64,0
8.8,1,5,1,4.76,4.82,1
8.34,0,3,1,4.12,5.97,1
8.99,2,5,0,5.63,8.08,1
7.23,1,3,0,7.29,5.93,1
6.35,2,3,2,4.77,3.32,0
7.26,0,5,3,7.36,7.51,1
7.6,1,2,4,8.3,3.64,1
7.58,4,1,0,6.36,4.94,1
8.63,0,1,3,6.55,4.05,1
7.14,1,3,2,4.31,1.0,0
7.85,0,3,1,1.0,5.35,0
6.51,0,3,3,6.67,9.35,1
7.95,1,0,5,7.09,5.64,1
7.5,0,0,1,5.98,10.0,0
6.75,1,5,2,7.32,4.69,1
7.26,4,4,1,4.4,5.44,1
7.32,0,1,1,6.54,4.79,0
7.23,0,0,0,8.44,5.12,0
9.27,3,1,0,6.83,5.74,1
7.4,1,4,3,8.19,8.02,1
7.26,3,4,0,8.2,3.32,1
5.4,1,3,2,3.06,5.02,0
6.61,2,3,4,6.94,6.23,1
7.24,4,5,3,4.24,7.56,1
6.81,0,2,1,3.29,1.0,0
8.88,3,2,0,4.93,2.2,1
7.34,2,2,1,9.01,5.08,1
8.79,3,6,0,4.41,7.24,1
7.56,0,3,1,1.98,4.04,0
7.54,1,3,2,2.61,6.34,1
7.41,0,4,2,6.46,8.96,1
7.5,4,1,1,3.98,5.02,1
9.22,0,2,1,1.41,4.54,0
5.18,0,3,4,2.69,5.94,0
5.5,3,6,4,5.83,5.36,1
6.96,1,1,2,7.06,5.51,0
7.51,1,3,2,4.61,4.64,1
8.19,0,5,2,6.8,4.49,1
7.97,2,4,0,7.33,2.99,1
7.12,0,3,4,3.93,6.23,1
8.52,1,2,1,5.26,2.92,0
8.53,1,1,2,4.3,3.37,0
7.68,1,2,1,6.58,2.6,0
8.46,0,2,3,4.28,4.35,0
7.77,0,4,3,3.07,5.05,1
6.94,2,4,3,5.61,2.8,1
8.2,0,5,1,7.72,4.47,1
7.61,0,1,2,6.52,5.32,0
7.5,1,2,2,7.51,1.86,1
8.97,1,4,3,7.34,3.48,1
5.05,2,1,2,5.58,8.61,0
6.08,1,1,2,4.31,3.58,0
6.31,3,2,2,3.76,6.42,1
7.14,2,1,0,2.33,3.98,0
7.25,3,0,2,7.88,5.4,1
5.99,2,2,0,4.84,3.41,0
6.51,0,5,3,2.09,1.2,0
6.64,4,0,1,7.97,4.12,1
9.96,2,3,3,5.69,5.88,1
9.3,1,3,0,7.44,6.36,1
7.09,0,3,2,4.98,5.29,0
7.14,0,3,0,3.91,3.45,0
6.35,2,0,4,6.39,6.84,1
5.59,1,0,0,6.56,3.56,0
7.38,2,3,2,4.94,3.68,1
6.5,1,6,0,8.13,3.04,1
7.42,1,2,3,7.39,4.15,1
5.9,0,3,1,6.63,4.41,0
6.74,0,6,2,3.28,5.59,1
7.65,0,4,0,3.0,2.29,0
7.87,3,4,1,7.9,4.08,1
7.92,1,3,0,1.12,3.4,0
6.18,4,5,2,5.32,5.86,1
8.35,2,3,0,5.79,5.61,1
6.7,2,3,5,4.52,2.94,1
8.13,1,4,1,5.43,5.98,1
7.49,3,2,2,6.34,4.9,1
6.12,4,6,1,4.33,6.59,1
7.18,2,6,1,7.26,3.71,1
7.87,0,3,3,6.66,6.18,1
8.11,2,1,3,5.14,6.73,1
7.36,0,4,2,3.85,5.14,1
9.03,0,2,3,5.32,9.2,1
8.51,2,3,0,9.72,5.98,1
7.24,3,1,4,3.99,8.53,1
8.25,0,4,2,8.56,10.0,1
9.43,0,6,4,1.99,1.65,1
9.46,3,1,3,3.78,7.3,1
6.27,0,4,1,4.41,6.03,0
6.57,0,5,2,7.4,5.49,1
8.98,2,1,5,5.61,3.68,1
6.44,3,2,0,8.12,3.22,1
6.18,1,2,1,4.83,2.89,0
7.01,1,5,2,5.39,9.45,1
7.92,1,3,1,4.84,5.97,1
7.4,0,1,1,9.55,2.28,0
6.85,2,2,3,3.26,2.89,0
6.83,3,3,4,4.48,1.0,1
6.79,1,0,2,3.54,7.38,0
6.62,0,3,4,6.65,5.09,1
9.78,0,0,0,3.22,6.02,0
7.8,0,4,1,9.14,5.0,1
8.39,0,4,0,5.66,6.9,1
7.01,0,5,1,6.32,4.21,1
7.31,2,1,2,6.43,5.59,1
6.79,0,3,1,5.46,5.55,0
5.0,2,4,1,5.74,2.68,0
6.12,1,3,2,5.67,3.55,0
5.69,3,1,2,6.54,4.39,0
5.25,4,1,2,3.86,5.64,0
6.3,1,3,2,3.52,7.78,0
8.82,0,3,5,7.14,5.23,1
7.46,2,5,3,5.5,4.82,1
8.79,0,5,4,1.49,5.62,1
7.91,0,4,5,4.55,4.69,1
8.28,0,6,4,8.56,4.95,1
6.6,3,4,0,5.18,8.03,1
8.02,0,1,2,4.44,4.55,0
8.23,1,0,1,2.51,5.52,0
6.92,1,4,0,4.36,3.71,0
8.06,2,2,2,3.17,7.52,1
8.07,0,5,1,6.36,3.18,1
6.95,3,1,2,5.6,4.86,1
6.38,2,1,3,4.77,6.96,1
6.32,1,4,1,3.98,3.27,0
7.59,1,5,4,8.55,6.74,2
7.83,3,5,3,4.09,1.0,1
6.71,2,1,3,4.1,2.82,0
7.53,1,2,0,5.01,4.81,0
8.07,1,3,4,5.29,9.82,1
8.12,0,5,0,6.46,5.29,1
9.05,0,2,3,7.36,5.33,1
8.78,0,3,0,7.21,7.3,1
6.5,0,1,0,10.0,2.83,0
9.18,0,4,1,2.11,1.0,0
6.97,3,1,3,5.96,8.47,1
8.54,2,6,4,4.46,6.21,2
7.57,3,1,2,9.52,4.11,1
7.09,2,4,3,5.85,5.11,1
5.69,2,4,1,1.44,7.1,0
7.33,0,2,5,6.37,4.74,1
5.94,2,2,1,6.03,5.29,0
8.47,0,3,4,7.02,9.07,1
9.02,1,3,3,4.05,2.51,1
6.7,4,4,1,6.16,6.03,1
7.8,3,3,1,4.96,2.56,1
6.77,0,1,2,4.16,8.13,0
6.87,2,5,4,6.19,5.59,1
8.27,0,1,2,5.81,3.63,0
7.46,0,3,4,7.6,2.0,1
9.24,0,5,5,5.55,4.3,1
7.02,0,5,1,6.71,5.37,1
8.5,2,1,2,3.09,7.32,1
7.6,1,2,2,8.29,2.81,1
8.3,0,3,1,3.95,3.35,0
7.05,4,2,3,7.31,4.01,1
7.45,1,4,1,6.03,3.45,1
7.38,1,3,3,5.77,3.97,1
6.66,1,2,2,7.02,3.11,0
8.16,1,2,3,1.22,5.83,0
8.15,1,4,2,4.35,4.03,1
8.09,2,4,2,6.99,5.02,1
9.04,3,2,0,9.34,5.61,1
8.95,1,1,3,5.45,2.24,1
7.13,1,2,1,1.0,6.19,0
7.87,0,3,2,4.87,5.42,1
6.88,3,4,3,5.38,5.42,1
7.52,1,5,2,7.72,4.73,1
6.9,0,6,1,5.6,4.46,1
9.12,4,3,1,2.95,5.11,1
7.86,1,5,2,7.43,5.19,1
7.28,0,2,1,6.64,2.64,0
8.69,0,3,1,4.1,8.15,1
5.33,1,3,1,6.94,3.61,0
5.49,4,4,1,4.41,5.13,1
8.3,1,4,2,4.9,7.33,1
7.56,0,2,2,4.44,4.32,0
7.75,1,5,2,4.88,5.47,1
6.17,1,5,2,7.31,1.0,1
7.48,0,6,1,1.93,1.04,0
9.5,3,3,4,7.71,4.95,2
8.32,0,6,2,5.85,5.38,1
7.67,3,4,3,4.72,7.21,1
7.06,2,3,2,5.54,6.6,1
7.11,0,2,1,3.68,1.82,0
5.37,2,5,3,2.24,7.54,1
7.76,2,4,0,3.74,2.62,1
8.35,2,3,5,1.71,6.73,1
5.92,1,6,2,2.79,4.1,1
6.84,0,2,0,2.25,10.0,0
6.34,0,3,1,7.95,3.82,0
6.53,2,2,3,2.93,4.85,0
7.55,0,3,0,5.42,5.32,0
5.42,0,2,1,7.73,4.51,0
8.11,1,2,4,7.2,3.01,1
8.25,0,2,1,4.91,9.41,1
7.25,2,0,0,4.92,3.78,0
5.02,3,0,0,5.86,3.71,0
6.5,3,4,2,9.72,4.78,1
8.73,0,2,2,6.33,5.39,1
5.0,1,0,2,6.84,3.63,0
7.15,3,1,5,10.0,6.91,1
6.32,1,1,0,6.06,5.31,0
8.3,2,0,0,7.8,5.04,1
6.82,1,6,1,6.46,6.12,1
7.9,1,3,1,6.43,3.3,1
8.07,0,2,0,3.57,3.83,0
9.34,2,3,1,3.24,4.96,1
7.3,0,1,3,4.48,6.86,0
7.88,3,4,0,7.26,4.51,1
6.01,1,6,4,7.17,4.37,1
8.69,0,1,4,8.17,1.0,1
6.74,2,1,2,5.48,3.61,0
6.94,1,3,4,6.58,1.7,1
7.48,0,1,3,6.58,2.2,0
5.94,4,1,1,5.29,5.73,1
7.73,2,4,2,4.86,10.0,1
8.47,1,3,0,2.53,5.39,0
7.79,3,1,2,5.19,5.67,1
5.91,1,4,3,5.29,3.48,1
7.38,1,1,2,7.77,2.9,0
8.24,0,2,1,7.97,9.11,1
5.62,0,4,2,5.79,3.39,0
6.43,1,3,5,9.63,1.0,1
8.38,1,3,0,5.88,5.49,1
7.77,2,4,1,7.57,4.14,1
7.91,1,3,0,5.3,6.19,1
9.36,1,5,5,3.22,8.14,1
7.97,3,3,2,4.65,5.74,1
8.16,4,2,0,8.45,5.45,1
10.0,1,4,2,4.97,6.32,1
7.29,3,2,2,4.57,10.0,1
6.7,3,4,0,5.49,9.56,1
7.93,0,2,4,4.72,4.37,1
7.94,1,3,3,7.89,6.9,1
6.97,0,4,0,9.27,8.57,1
6.47,2,3,5,5.51,6.39,1
9.81,1,1,0,6.58,4.87,1
7.83,1,2,0,7.44,4.0,1
6.77,2,4,1,5.72,5.2,1
8.42,1,6,0,3.74,2.72,1
7.39,1,3,2,4.68,6.79,1
7.25,3,1,1,6.32,7.78,1
8.06,4,2,0,6.29,4.21,1
6.21,2,3,5,1.92,4.1,0
7.85,0,0,1,4.63,2.89,0
9.41,0,5,1,4.03,5.93,1
7.97,0,3,1,7.26,4.98,1
7.12,1,2,3,4.1,2.11,0
6.99,0,2,0,4.58,10.0,0
7.09,3,0,0,4.51,1.44,0
7.25,2,3,4,7.08,2.12,1
7.12,1,3,0,7.44,6.88,1
8.42,0,2,4,6.49,6.31,1
5.77,1,3,2,7.71,3.57,1
8.36,1,2,3,7.97,3.44,1
7.12,2,3,0,1.88,5.92,0
7.88,0,5,5,6.68,5.76,1
6.37,3,2,1,4.76,3.59,0
8.83,0,2,0,2.99,6.99,0
8.75,0,5,3,4.86,6.14,1
8.46,4,2,0,6.96,7.67,1
5.99,0,2,1,8.41,4.9,0
8.33,0,4,2,2.81,6.62,1
7.9,2,3,0,6.74,4.54,1
5.89,1,6,1,9.43,6.08,1
7.48,0,3,2,9.16,5.72,1
7.86,0,3,1,1.0,6.7,0
8.06,0,0,2,9.86,6.04,1
7.68,1,1,3,7.42,1.22,0
7.79,0,3,1,1.0,3.75,0
8.97,2,1,1,3.97,5.17,1
8.73,3,3,1,8.02,5.93,1
5.0,0,2,1,6.22,6.65,0
7.18,1,0,0,4.35,6.1,0
7.34,0,3,2,5.63,3.59,0
5.75,0,3,0,6.59,6.84,0
7.59,0,2,3,4.34,3.38,0
8.75,2,4,0,5.25,7.53,1
6.41,1,1,0,7.29,7.66,0
7.84,1,1,1,4.1,4.98,0
6.58,2,6,1,2.79,3.7,1
6.83,3,5,2,4.23,3.61,1
8.98,1,2,2,3.72,2.81,0
6.96,0,2,5,4.29,3.15,0
7.96,4,5,1,2.05,4.64,1
